Site,Trap,Date,Date_cal,Round,Genus,Species,Sex,correction_10g,Unadjusted_weight,Mass_g,Elytra_length_mm
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.38,0.387,10.75
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.976,0.378,0.387,9.88
PANG 23,0,20-08-2017,232,3,Nicrophorus,orbicollis,M,0.9829,0.381,0.388,10.59
MASS 130,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.975,0.378,0.388,10.54
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9825,0.381,0.388,10.56
MASS 120,0,05-07-2017,186,2,Nicrophorus,orbicollis,M,0.9797,0.38,0.388,10.28
HUGH 80,6,15-08-2017,227,3,Nicrophorus,orbicollis,M,0.977,0.379,0.388,10.49
MASS 203,0,04-07-2017,185,2,Nicrophorus,orbicollis,M,0.9744,0.378,0.388,10.16
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9846,0.382,0.388,10.97
MASS 202,0,18-05-2017,138,1,Nicrophorus,orbicollis,M,0.9768,0.379,0.388,11.16
CAPE 63,0,15-08-2017,227,3,Nicrophorus,orbicollis,M,0.9845,0.382,0.388,10.68
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.381,0.388,10.68
CAPE 127,0,15-06-2017,166,2,Nicrophorus,orbicollis,M,0.9757,0.379,0.388,10.37
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9753,0.379,0.389,10.61
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.382,0.389,11.16
BONW 92,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9823,0.382,0.389,10.56
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9845,0.383,0.389,10.55
PANG 108,0,11-08-2017,223,3,Nicrophorus,orbicollis,M,0.9766,0.38,0.389,10.67
PANG 108,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9838,0.383,0.389,11.09
CAPE 57,0,17-08-2017,229,3,Nicrophorus,orbicollis,M,0.9753,0.38,0.39,10.86
CAPE 127,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.381,0.39,10.55
HUGH 126,6,22-06-2017,173,2,Nicrophorus,orbicollis,M,0.9778,0.381,0.39,10.35
PANG 32,0,03-08-2017,215,3,Nicrophorus,orbicollis,M,0.9803,0.382,0.39,10.4
MASS 124,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.98,0.382,0.39,10.53
BOST 16,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9796,0.382,0.39,10.66
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.383,0.39,10.16
PANG 41,6,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9786,0.382,0.39,10.4
MASS 120,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9754,0.381,0.391,9.99
CAPE 127,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.382,0.391,10.32
CAPE 53,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.382,0.391,10.12
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.384,0.391,11.09
BONW 92,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9823,0.384,0.391,10.26
CAPE 48,0,28-06-2017,179,2,Nicrophorus,orbicollis,M,0.9775,0.383,0.392,10.11
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.985,0.386,0.392,10.55
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9798,0.384,0.392,11.34
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9849,0.386,0.392,11.01
BONW 92,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9823,0.385,0.392,10.27
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.383,0.392,10.39
MASS 141,6,07-08-2017,219,3,Nicrophorus,orbicollis,M,0.9756,0.383,0.393,11.06
BONW 199,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9749,0.383,0.393,11
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9849,0.387,0.393,11.03
TURID 204,6,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9747,0.383,0.393,10.59
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.386,0.393,11.02
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9825,0.387,0.394,10.37
HUGH 123,0,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.9747,0.384,0.394,10.32
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.385,0.394,10.49
MASS 10,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.9793,0.386,0.394,10.89
MASS 141,6,07-08-2017,219,3,Nicrophorus,orbicollis,M,0.9756,0.385,0.395,10.92
MASS 125,0,23-06-2017,174,2,Nicrophorus,orbicollis,M,0.9742,0.385,0.395,9.98
MASS 117,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9842,0.389,0.395,10.54
CAPE 100,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9808,0.388,0.396,11.16
MASS 120,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9754,0.386,0.396,10.9
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.387,0.396,10.37
HUGH 80,0,28-06-2017,179,2,Nicrophorus,orbicollis,M,0.9757,0.387,0.397,11.16
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9781,0.388,0.397,10.95
PANG 41,0,12-08-2017,224,3,Nicrophorus,orbicollis,M,0.9822,0.39,0.397,10.65
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.391,0.397,10.77
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.39,0.397,11.05
PANG 32,0,13-06-2017,164,2,Nicrophorus,orbicollis,M,0.9811,0.39,0.398,10.94
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.389,0.398,10.59
TURID 204,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9777,0.389,0.398,11.24
MASS 7,0,02-08-2017,214,3,Nicrophorus,orbicollis,M,0.975,0.388,0.398,10.77
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.391,0.398,11.08
QUBS 110,0,15-09-2017,258,4,Nicrophorus,orbicollis,M,0.9771,0.389,0.398,11.41
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.389,0.398,10.64
HUGH 80,6,15-08-2017,227,3,Nicrophorus,orbicollis,M,0.977,0.389,0.398,10.43
HUGH 19,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.9744,0.388,0.398,11.59
BONW 103,6,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.9842,0.392,0.398,10.44
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.392,0.398,10.89
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.976,0.389,0.399,10.51
MASS 111,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.9832,0.392,0.399,9.97
PANG 33,0,21-08-2017,233,3,Nicrophorus,orbicollis,M,0.9831,0.392,0.399,10.74
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9804,0.391,0.399,10.32
CAPE 127,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.39,0.399,10.87
CAPE 53,6,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9826,0.392,0.399,10.61
MASS 130,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.975,0.389,0.399,10.54
HUGH 70,6,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.975,0.389,0.399,9.95
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9846,0.393,0.399,11.71
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.393,0.399,11.35
BONW 106,6,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.9778,0.391,0.4,10.81
PANG 25,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9803,0.392,0.4,11.33
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9825,0.393,0.4,10.02
PANG 41,6,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9786,0.392,0.401,10.32
MASS 111,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.9832,0.394,0.401,10.5
TURID 204,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9777,0.392,0.401,11
BOST 17,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9747,0.391,0.401,11.22
HUGH 123,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.9746,0.391,0.401,11.76
MASS 139,6,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9746,0.391,0.401,9.91
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.393,0.402,10.28
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.395,0.402,11.06
BOST 17,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9747,0.392,0.402,10.72
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.395,0.402,11.18
HUGH 19,6,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.9744,0.392,0.402,11.16
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.396,0.402,10.33
BOST 16,0,11-06-2017,162,2,Nicrophorus,orbicollis,M,0.9764,0.393,0.402,11.39
MOOR 142,0,12-06-2017,163,2,Nicrophorus,orbicollis,M,0.9778,0.394,0.403,10.99
HUGH 116,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9802,0.395,0.403,11.11
BONW 94,0,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.975,0.393,0.403,10.22
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.396,0.403,11.44
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9798,0.395,0.403,10.66
CAPE 55,6,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9744,0.393,0.403,10.6
HUGH 68,0,22-06-2017,173,2,Nicrophorus,orbicollis,M,0.9742,0.393,0.403,10.59
CAPE 127,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.395,0.404,10.92
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.395,0.404,11.26
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.395,0.404,11.03
MASS 111,6,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9778,0.395,0.404,11.39
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.397,0.404,11.09
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.397,0.404,11.03
HUGH 123,0,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.9747,0.394,0.404,10.32
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.395,0.404,10.42
TURID 204,0,30-06-2017,181,2,Nicrophorus,orbicollis,M,0.979,0.396,0.404,10.67
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.976,0.395,0.405,10.99
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.398,0.405,10.7
BRAC 122,0,27-06-2017,178,2,Nicrophorus,orbicollis,M,0.9773,0.396,0.405,10.87
BOST 16,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9796,0.397,0.405,10.76
MASS 117,6,05-07-2017,186,2,Nicrophorus,orbicollis,M,0.9793,0.397,0.405,10.29
CAPE 47,0,17-08-2017,229,3,Nicrophorus,orbicollis,M,0.9785,0.397,0.406,11.2
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.976,0.396,0.406,10.74
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9804,0.398,0.406,10.94
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.399,0.407,10.72
PANG 140,6,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9739,0.396,0.407,10.8
PANG 140,6,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9739,0.396,0.407,10.5
CAPE 56,0,15-06-2017,166,2,Nicrophorus,orbicollis,M,0.9779,0.398,0.407,11.05
MASS 15,6,23-06-2017,174,2,Nicrophorus,orbicollis,M,0.98,0.399,0.407,9.85
CAPE 136,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9771,0.398,0.407,11.31
HUGH 19,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.9744,0.397,0.407,11.62
PANG 104,0,13-06-2017,164,2,Nicrophorus,orbicollis,M,0.9761,0.398,0.408,11.34
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9781,0.399,0.408,10.76
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.399,0.408,11.01
HUGH 116,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9802,0.401,0.409,10.41
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.403,0.41,10.56
HUGH 126,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9767,0.4,0.41,11.13
BONW 96,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9812,0.402,0.41,10.8
PANG 23,0,20-08-2017,232,3,Nicrophorus,orbicollis,M,0.9829,0.403,0.41,10.51
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.401,0.41,10.62
MASS 111,6,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9778,0.401,0.41,11.63
HUGH 73,0,12-06-2017,163,2,Nicrophorus,orbicollis,M,0.9798,0.402,0.41,10.78
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.403,0.41,10.41
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.403,0.41,10.15
MASS 117,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9842,0.404,0.41,10.32
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.404,0.411,11.1
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.404,0.411,11.01
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,M,0.974,0.4,0.411,10.87
CAPE 49,0,15-08-2017,227,3,Nicrophorus,orbicollis,M,0.9813,0.403,0.411,10.85
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9781,0.402,0.411,10.38
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.404,0.411,11.58
PANG 41,0,12-08-2017,224,3,Nicrophorus,orbicollis,M,0.9822,0.404,0.411,10.88
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9846,0.405,0.411,11.14
BOST 113,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9772,0.402,0.411,10.74
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.405,0.412,11.32
CAPE 49,0,15-08-2017,227,3,Nicrophorus,orbicollis,M,0.9813,0.404,0.412,10.81
BONW 103,6,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.9842,0.406,0.413,10.71
MASS 120,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9754,0.403,0.413,11.11
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.406,0.413,11.19
CAPE 60,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9765,0.404,0.414,10.85
HUGH 133,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9835,0.407,0.414,10.84
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9757,0.404,0.414,10.68
HUGH 76,0,11-08-2017,223,3,Nicrophorus,orbicollis,M,0.9756,0.404,0.414,11.12
MASS 9,6,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9754,0.404,0.414,10.39
MASS 130,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.975,0.404,0.414,10.47
HUGH 73,0,12-06-2017,163,2,Nicrophorus,orbicollis,M,0.9798,0.406,0.414,10.67
BOST 17,6,11-06-2017,162,2,Nicrophorus,orbicollis,M,0.9773,0.405,0.414,10.49
HUGH 68,0,22-06-2017,173,2,Nicrophorus,orbicollis,M,0.9742,0.404,0.415,11.07
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.406,0.415,10.66
MASS 139,0,02-08-2017,214,3,Nicrophorus,orbicollis,M,0.9818,0.408,0.416,10.64
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.409,0.416,10.96
QUBS 110,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9742,0.405,0.416,9.93
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.408,0.416,11.25
HUGH 19,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.9748,0.406,0.416,11.38
BOST 16,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9796,0.408,0.416,10.14
HUGH 133,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9835,0.41,0.417,10.41
HUGH 123,6,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.9763,0.407,0.417,11.13
MASS 12,0,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.976,0.407,0.417,10.78
MOOR 142,0,12-06-2017,163,2,Nicrophorus,orbicollis,M,0.9778,0.408,0.417,10.81
HUGH 126,6,22-06-2017,173,2,Nicrophorus,orbicollis,M,0.9778,0.408,0.417,10.93
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.41,0.417,11.2
BRAC 81,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9798,0.409,0.417,11.32
MASS 9,0,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9749,0.407,0.417,11.22
MASS 139,0,02-08-2017,214,3,Nicrophorus,orbicollis,M,0.9818,0.41,0.418,11.73
BRAC 84,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9746,0.407,0.418,10.79
CAPE 51,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9841,0.411,0.418,11.17
BRAC 84,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9743,0.407,0.418,11.04
HUGH 133,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9835,0.411,0.418,11.28
PANG 114,0,11-08-2017,223,3,Nicrophorus,orbicollis,M,0.9827,0.411,0.418,12.39
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.985,0.412,0.418,10.39
PANG 115,0,22-09-2017,265,4,Nicrophorus,orbicollis,M,0.9753,0.408,0.418,11.63
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9798,0.41,0.418,10.69
MOOR 45,0,12-06-2017,163,2,Nicrophorus,orbicollis,M,0.9791,0.41,0.419,10.54
QUBS 110,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9742,0.408,0.419,11.26
HUGH 137,0,22-08-2017,234,3,Nicrophorus,orbicollis,M,0.9741,0.408,0.419,11.01
HUGH 70,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.974,0.408,0.419,10.99
BONW 94,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.985,0.413,0.419,11.27
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9778,0.41,0.419,10.87
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.412,0.419,11.41
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9757,0.41,0.42,10.36
BONW 103,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9846,0.414,0.42,10.75
HUGH 76,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9769,0.411,0.421,9.97
MASS 111,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.9832,0.414,0.421,10.72
MASS 119,6,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9784,0.412,0.421,11.42
BONW 101,0,30-06-2017,181,2,Nicrophorus,orbicollis,M,0.9755,0.411,0.421,10.2
HUGH 116,0,10-08-2017,222,3,Nicrophorus,orbicollis,M,0.9802,0.413,0.421,11.08
PANG 29,6,22-08-2017,234,3,Nicrophorus,orbicollis,M,0.9769,0.412,0.422,10.59
MASS 117,6,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9745,0.411,0.422,10.11
CAPE 47,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9813,0.414,0.422,11.4
PANG 36,0,11-06-2017,162,2,Nicrophorus,orbicollis,M,0.9764,0.412,0.422,11.59
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9781,0.413,0.422,10.27
HUGH 126,6,22-06-2017,173,2,Nicrophorus,orbicollis,M,0.9778,0.413,0.422,10.54
BONW 98,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9824,0.415,0.422,11.94
MASS 200,0,04-07-2017,185,2,Nicrophorus,orbicollis,M,0.9799,0.414,0.422,11.28
HUGH 76,6,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9773,0.413,0.423,10.6
BONW 92,0,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9823,0.416,0.423,10.5
QUBS 110,0,11-08-2017,223,3,Nicrophorus,orbicollis,M,0.982,0.416,0.424,9.9
BONW 106,6,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9781,0.415,0.424,10.6
BONW 94,6,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9753,0.414,0.424,10.84
BRAC 84,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.975,0.414,0.425,10.36
PANG 24,0,22-08-2017,234,3,Nicrophorus,orbicollis,M,0.977,0.415,0.425,10.71
CAPE 60,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9765,0.415,0.425,11.02
PANG 140,6,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9739,0.414,0.425,10.47
MASS 119,6,16-08-2017,228,3,Nicrophorus,orbicollis,M,0.9784,0.416,0.425,11.75
PANG 41,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9848,0.419,0.425,11.24
BONW 90,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9775,0.416,0.426,10.94
BONW 103,6,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.9842,0.419,0.426,11.22
BONW 103,6,06-07-2017,187,2,Nicrophorus,orbicollis,M,0.9842,0.419,0.426,10.63
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.416,0.426,10.91
BOST 17,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9747,0.415,0.426,10.64
MASS 200,0,18-05-2017,138,1,Nicrophorus,orbicollis,M,0.976,0.416,0.426,11.36
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.419,0.427,10.62
PANG 36,0,01-08-2017,213,3,Nicrophorus,orbicollis,M,0.9823,0.419,0.427,11.56
PANG 25,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9798,0.418,0.427,10.52
HUGH 70,0,25-08-2017,237,3,Nicrophorus,orbicollis,M,0.974,0.416,0.427,10.87
PANG 32,0,03-08-2017,215,3,Nicrophorus,orbicollis,M,0.9803,0.419,0.427,11.86
PANG 121,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9798,0.419,0.428,10.41
BRAC 84,0,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9743,0.417,0.428,10.39
PANG 36,0,11-06-2017,162,2,Nicrophorus,orbicollis,M,0.9764,0.418,0.428,11.34
CAPE 55,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9781,0.419,0.428,10.81
BONW 106,6,18-08-2017,230,3,Nicrophorus,orbicollis,M,0.9781,0.419,0.428,10.34
MASS 139,0,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9825,0.421,0.428,10.98
CAPE 53,0,08-08-2017,220,3,Nicrophorus,orbicollis,M,0.9778,0.419,0.429,11.12
BONW 199,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9798,0.42,0.429,11.13
PANG 25,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9798,0.42,0.429,10.84
PANG 23,0,29-06-2017,180,2,Nicrophorus,orbicollis,M,0.9774,0.419,0.429,10.95
MASS 130,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.975,0.418,0.429,10.74
CAPE 55,0,17-08-2017,229,3,Nicrophorus,orbicollis,M,0.978,0.42,0.429,10.86
BONW 101,0,30-06-2017,181,2,Nicrophorus,orbicollis,M,0.9755,0.419,0.43,10.74
MASS 7,6,02-08-2017,214,3,Nicrophorus,orbicollis,M,0.9752,0.419,0.43,11.26
PANG 23,0,29-06-2017,180,2,Nicrophorus,orbicollis,M,0.9774,0.42,0.43,11.37
BONW 96,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9812,0.422,0.43,10.47
PANG 114,0,11-08-2017,223,3,Nicrophorus,orbicollis,M,0.9827,0.423,0.43,11.11
CAPE 57,0,12-07-2017,193,2,Nicrophorus,orbicollis,M,0.9824,0.423,0.431,10.91
MASS 9,6,21-06-2017,172,2,Nicrophorus,orbicollis,M,0.9754,0.42,0.431,10.64
BONW 129,0,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9819,0.423,0.431,10.91
BRAC 132,6,24-08-2017,236,3,Nicrophorus,orbicollis,M,0.9771,0.421,0.431,10.77
MASS 117,6,05-07-2017,186,2,Nicrophorus,orbicollis,M,0.9793,0.422,0.431,10.95
BONW 129,6,04-08-2017,216,3,Nicrophorus,orbicollis,M,0.9746,0.42,0.431,11.41
PANG 108,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9838,0.424,0.431,10.43
TURID 204,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9788,0.422,0.431,11.59
BRAC 84,0,09-08-2017,221,3,Nicrophorus,orbicollis,M,0.9759,0.421,0.431,10.84
MASS 139,6,02-08-2017,214,3,Nicrophorus,orbicollis,M,0.9775,0.422,0.432,11.07
BRAC 84,6,19-06-2017,170,2,Nicrophorus,orbicollis,M,0.9772,0.422,0.432,10.6
PANG 24,0,22-08-2017,234,3,Nicrophorus,orbicollis,M,0.977,0.422,0.432,10.56
PANG 33,0,10-07-2017,191,2,Nicrophorus,orbicollis,M,0.9745,0.421,0.432,10.88
PANG 24,6,29-06-2017,180,2,Nicrophorus,orbicollis,M,0.9745,0.421,0.432,10.19
BONW 96,0,16-06-2017,167,2,Nicrophorus,orbicollis,M,0.9812,0.424,0.432,11.23
BONW 101,0,14-08-2017,226,3,Nicrophorus,orbicollis,M,0.9781,0.423,0.432,12.11
PANG 114,0,20-06-2017,171,2,Nicrophorus,orbicollis,M,0.9757,0.422,0.433,10.67
HUGH 131,6,26-06-2017,177,2,Nicrophorus,orbicollis,M,0.9757,0.422,0.433,10.68
